Season,PlayerID,TID,team_abbreviation,player_id
2012,5529,1322,northwestern-state,Gary Stewart
2012,5530,1227,illinois-chicago,Gary Talton
2012,5533,1340,portland-state,Gary Winston
2012,5540,1362,san-francisco,Gavin Hoffmann
2012,5548,1430,utah-valley,Geddes Robinson
2012,5552,1451,weber-state,Gelaun Wheelwright
2012,5553,1190,east-tennessee-state,Gelawn Guyn
2012,5557,1216,hartford,Genesis Maciel
2012,5569,1264,manhattan,George Beamon
2012,5574,1443,western-kentucky,George Fant
2012,5575,1192,fairleigh-dickinson,George Goode
2012,5582,1427,texas-san-antonio,George Matthews
2012,5600,1263,maine,Gerald Mclemore
2012,5601,1208,georgia,Gerald Robinson
2012,5605,1211,gonzaga,Gerard Coleman
2012,5607,1107,albany-ny,Gerardo Suero
2012,5611,1254,long-island-university,Gerrell Martin
2012,5627,1457,winthrop,Gideon Gamble
2012,5633,1348,rhode-island,Gilvydas Biruta
2012,5643,1111,appalachian-state,Gj Vilarino
2012,5648,1210,georgia-tech,Glen Rice Jr
2012,5649,1224,howard,Glenn Andrews
2012,5664,1385,st-johns-ny,Godsgift Achiuwa
2012,5667,1258,loyola-marymount,Godwin Okonji
2012,5670,1402,texas-state,Gordon Ball
2012,5672,1257,louisville,Gorgui Dieng
2012,5684,1188,southern-illinois-edwardsville,Grant Fiorentinos
2012,5687,1166,creighton,Grant Gibbs
2012,5707,1213,grand-canyon,Grant White
2012,5715,1105,alabama-am,Green Hill
2012,5717,1425,southern-california,Greg Allen
2012,5724,1149,charleston-southern,Greg Dorleus
2012,5730,1194,florida-atlantic,Greg Gantt
2012,5735,1463,yale,Greg Kelley
2012,5740,1463,yale,Greg Mangano
2012,5749,1237,iupui,Greg Rice
2012,5750,1350,richmond,Greg Robbins
2012,5753,1161,colorado-state,Greg Smith
2012,5756,1227,illinois-chicago,Greg Travis
2012,5761,1207,georgetown,Greg Whittington
2012,5767,1271,maryland-eastern-shore,Gregory Womack
2012,5770,1355,south-dakota-state,Griffan Callahan
2012,5776,1434,valparaiso,Griffyn Carpenter
2012,5781,1211,gonzaga,Guy Edi
2012,5791,1174,delaware,Hakim Mccullar
2012,5793,1372,stephen-f-austin,Hal Bateman
2012,5794,1386,saint-josephs,Halil Kanacevic
2012,5797,1394,texas-am-corpus-christi,Hameed Ali
2012,5802,1395,texas-christian,Hank Thorns
2012,5808,1371,seton-hall,Haralds Karlis
2012,5813,1145,canisius,Harold Washington
2012,5815,1441,western-carolina,Harouna Mutombo
2012,5817,1143,california,Harper Kamp
2012,5819,1314,north-carolina,Harrison Barnes
2012,5822,1413,california-davis,Harrison Dupont
2012,5823,1415,california-riverside,Harrison Gaines
2012,5832,1356,southern-illinois,Harry Whitt
2012,5833,1251,liberty,Hart Gliedman
2012,5845,1218,hawaii,Hauns Brereton
2012,5852,1444,western-michigan,Hayden Hoerdemann
2012,5854,1227,illinois-chicago,Hayden Humes
2012,5860,1170,sacramento-state,Heath Hoffman
2012,5861,1436,vermont,Hector Harold
2012,5872,1207,georgetown,Henry Sims
2012,5877,1371,seton-hall,Herb Pope
2012,5879,1122,austin-peay,Herdie Lawrence
2012,5881,1308,new-mexico-state,Hernst Laroche
2012,5885,1236,ipfw,Hichem Benayad Cherif
2012,5888,1271,maryland-eastern-shore,Hillary Haley
2012,5889,1250,lehigh,Holden Greiner
2012,5890,1125,belmont,Holden Mobley
2012,5893,1207,georgetown,Hollis Thompson
2012,5894,1430,utah-valley,Holton Hunsaker
2012,5896,1431,texas-el-paso,Hooper Vint
2012,5907,1434,valparaiso,Hrvoje Vucic
2012,5910,1307,new-mexico,Hugh Greenwood
2012,5912,1419,louisiana-monroe,Hugh Mingo
2012,5913,1378,south-florida,Hugh Robertson
2012,5916,1447,wagner,Hugo Naurais
2012,5930,1242,kansas,Hunter Mickelson
2012,5952,1397,tennessee,Ian Chiles
2012,5954,1125,belmont,Ian Clark
2012,5956,1108,alcorn-state,Ian Francis
2012,5957,1343,princeton,Ian Hummer
2012,5964,1199,florida-state,Ian Miller
2012,5980,1129,boise-state,Igor Hadziomerovic
2012,5981,1413,california-davis,Igor Nujic
2012,5985,1424,nevada-las-vegas,Ike Nwamu
2012,6011,1197,florida-am,Isaac Brown
2012,6058,1293,murray-state,Isaiah Canaan
2012,6066,1338,pittsburgh,Isaiah Epps
2012,6095,1256,louisiana-tech,Isaiah Massey
2012,6098,1236,ipfw,Isaiah Mccray
2012,6103,1265,marist,Isaiah Morton
2012,6115,1283,missouri-state,Isaiah Rhine
2012,6118,1298,navy,Isaiah Roberts
2012,6123,1463,yale,Isaiah Salafia
2012,6128,1416,central-florida,Isaiah Sykes
2012,6143,1312,njit,Isaiah Wilkerson
2012,6156,1271,maryland-eastern-shore,Ishaq Pitt
2012,6158,1441,western-carolina,Ishmael Hollis
2012,6172,1370,seattle,Isiah Umipig
2012,6174,1430,utah-valley,Isiah Williams
2012,6186,1167,cal-state-bakersfield,Issiah Grayson
2012,6189,1293,murray-state,Ivan Aska
2012,6202,1167,cal-state-bakersfield,Ivan Matip
2012,6207,1325,ohio,Ivo Baltic
2012,6209,1106,alabama-state,Ivory White
2012,6223,1281,missouri,Jabari Brown
2012,6225,1175,delaware-state,Jabari Joyner
2012,6228,1358,sam-houston-state,Jabari Peters
2012,6231,1171,dartmouth,Jabari Trotter
2012,6233,1269,massachusetts,Jabarie Hinds
2012,6239,1207,georgetown,Jabril Trawick
2012,6240,1127,binghamton,Jabrille Williams
2012,6241,1184,eastern-kentucky,Jabs Newby
2012,6263,1248,lafayette,Jack Detmer
2012,6275,1442,western-illinois,Jack Houpt
2012,6276,1189,elon,Jack Isenbarger
2012,6289,1390,stanford,Jack Trotter
2012,6294,1229,illinois-state,Jackie Carmichael
2012,6297,1139,butler,Jackson Aldridge
2012,6299,1170,sacramento-state,Jackson Carbajal
2012,6311,1381,southern-utah,Jackson Stevenett
2012,6316,1252,lipscomb,Jacob Arnett
2012,6336,1317,north-texas,Jacob Holmen
2012,6338,1107,albany-ny,Jacob Iati
2012,6353,1372,stephen-f-austin,Jacob Parker
2012,6366,1152,chicago-state,Jacobby Anderson
2012,6384,1431,texas-el-paso,Jacques Streeter
2012,6386,1292,middle-tennessee,Jacquez Rozier
2012,6414,1266,marquette,Jae Crowder
2012,6438,1166,creighton,Jahenns Manigat
2012,6447,1151,chattanooga,Jahmal Burroughs
2012,6469,1364,california-santa-barbara,Jaime Serna
2012,6475,1219,high-point,Jairus Simms
2012,6485,1387,saint-louis,Jake Barnett
2012,6493,1172,davidson,Jake Cohen
2012,6497,1133,bradley,Jake Eastman
2012,6502,1297,northern-kentucky,Jake Giesler
2012,6504,1396,temple,Jake Godino
2012,6505,1273,mercer,Jake Gollon
2012,6509,1232,indiana-state,Jake Kitchell
2012,6510,1320,northern-iowa,Jake Koch
2012,6511,1394,texas-am-corpus-christi,Jake Kocher
2012,6521,1331,oral-roberts,Jake Lliteras
2012,6529,1232,indiana-state,Jake Odum
2012,6541,1420,maryland-baltimore-county,Jake Wasco
2012,6542,1303,nebraska-omaha,Jake White
2012,6569,1363,san-jose-state,Jaleel Williams
2012,6583,1347,radford,Jalen Carethers
2012,6590,1287,morehead-state,Jalen Courtney
2012,6591,1133,bradley,Jalen Crawford
2012,6604,1119,army,Jalen Harris
2012,6625,1401,texas-am,Jalen Jones
2012,6643,1442,western-illinois,Jalen Packer
2012,6649,1431,texas-el-paso,Jalen Ragland
2012,6664,1280,mississippi-state,Jalen Steele
2012,6696,1361,san-diego-state,Jamaal Franklin
2012,6700,1111,appalachian-state,Jamaal Trice
2012,6704,1195,florida-gulf-coast,Jamail Jones
2012,6710,1385,st-johns-ny,Jamal Branch
2012,6712,1443,western-kentucky,Jamal Crook
2012,6715,1307,new-mexico,Jamal Fenton
2012,6719,1142,cal-poly,Jamal Johnson
2012,6729,1254,long-island-university,Jamal Olasewere
2012,6735,1315,north-dakota,Jamal Webb
2012,6739,1348,rhode-island,Jamal Wilson
2012,6744,1150,charlotte,Jamar Briscoe
2012,6746,1283,missouri-state,Jamar Gulley
2012,6747,1115,arkansas-pine-bluff,Jamar Harris
2012,6753,1243,kansas-state,Jamar Samuels
2012,6755,1420,maryland-baltimore-county,Jamar Wertz
2012,6767,1177,depaul,Jamee Crockett
2012,6769,1380,southern,Jameel Grace
2012,6772,1389,saint-peters,Jamel Fields
2012,6773,1313,norfolk-state,Jamel Fuentes
2012,6778,1185,eastern-michigan,Jamell Harris
2012,6785,1455,wichita-state,James Anacreon
2012,6791,1437,villanova,James Bell
2012,6802,1224,howard,James Carlton
2012,6808,1168,cal-state-fullerton,James Douglas
2012,6809,1253,long-beach-state,James Ennis
2012,6810,1132,bowling-green-state,James Erger
2012,6812,1209,georgia-state,James Fields
2012,6816,1292,middle-tennessee,James Gallman
2012,6821,1454,milwaukee,James Haarsma
2012,6828,1183,eastern-illinois,James Hollowell
2012,6829,1322,northwestern-state,James Hulbin
2012,6832,1346,quinnipiac,James Johnson
2012,6837,1131,boston-university,James Kennedy
2012,6838,1394,texas-am-corpus-christi,James King
2012,6839,1363,san-jose-state,James Kinney
2012,6842,1298,navy,James Loupos
2012,6848,1321,northwestern,James Mongomery
2012,6850,1364,california-santa-barbara,James Nunnally
2012,6854,1361,san-diego-state,James Rahon
2012,6864,1441,western-carolina,James Sinclair
2012,6865,1393,syracuse,James Southerland
2012,6883,1368,southeastern-louisiana,Jamichael Hawkins
2012,6894,1286,montana-state,Jamie Stewart
2012,6898,1266,marquette,Jamil Wilson
2012,6906,1267,marshall,Jamir Hanner
2012,6923,1104,alabama,Jamychal Green
2012,6926,1368,southeastern-louisiana,Jan Petrovcic
2012,6928,1255,longwood,Jan Van Der Kooij
2012,6951,1153,cincinnati,Jaquon Parker
2012,6954,1347,radford,Jareal Smith
2012,6956,1377,south-dakota,Jared Bartling
2012,6957,1458,wisconsin,Jared Berggren
2012,6966,1333,oregon-state,Jared Cunningham
2012,6976,1410,texas-pan-american,Jared Maree
2012,6991,1326,ohio-state,Jared Sullinger
2012,6992,1321,northwestern,Jared Swopshire
2012,6993,1275,miami-oh,Jared Tadlock
2012,6997,1299,north-carolina-at,Jared Williams
2012,7001,1459,wofford,Jarell Byrd
2012,7002,1439,virginia-tech,Jarell Eddie
2012,7003,1370,seattle,Jarell Flora
2012,7005,1184,eastern-kentucky,Jarelle Reischel
2012,7008,1381,southern-utah,Jaren Jeffery
2012,7015,1397,tennessee,Jarnell Stokes
2012,7017,1237,iupui,Jarob Mccallum
2012,7020,1138,buffalo,Jarod Oldham
2012,7026,1184,eastern-kentucky,Jaron Jones
2012,7027,1421,north-carolina-asheville,Jaron Lane
2012,7029,1315,north-dakota,Jaron Nash
2012,7036,1428,utah,Jarred Dubois
2012,7038,1433,virginia-commonwealth,Jarred Guest
2012,7045,1420,maryland-baltimore-county,Jarrel Lane
2012,7048,1129,boise-state,Jarrell Crayton
2012,7056,1390,stanford,Jarrett Mann
2012,7063,1123,ball-state,Jarrod Jones
2012,7064,1246,kentucky,Jarrod Polson
2012,7075,1146,central-arkansas,Jarvis Garner
2012,7078,1190,east-tennessee-state,Jarvis Jones
2012,7079,1108,alcorn-state,Jarvis Moore
2012,7082,1395,texas-christian,Jarvis Ray
2012,7083,1279,mississippi,Jarvis Summers
2012,7085,1174,delaware,Jarvis Threatt
2012,7088,1453,green-bay,Jarvis Williams
2012,7100,1254,long-island-university,Jason Brickman
2012,7102,1332,oregon,Jason Calliste
2012,7105,1207,georgetown,Jason Clark
2012,7106,1460,wright-state,Jason Cuffee
2012,7107,1205,gardner-webb,Jason Dawson
2012,7115,1292,middle-tennessee,Jason Jones
2012,7122,1210,georgia-tech,Jason Morris
2012,7124,1119,army,Jason Pancoe
2012,7128,1236,ipfw,Jason Smeathers
2012,7134,1428,utah,Jason Washburn
2012,7137,1214,hampton,Jasper Williams
2012,7139,1123,ball-state,Jauwan Scaife
2012,7147,1325,ohio,Javarez Willis
2012,7149,1150,charlotte,Javarris Barnett
2012,7157,1375,south-alabama,Javier Carter
2012,7158,1463,yale,Javier Duren
2012,7177,1138,buffalo,Javon Mccrea
2012,7178,1399,tennessee-tech,Javon Mckay
2012,7187,1347,radford,Javonte Green
2012,7192,1126,bethune-cookman,Javoris Bryant
2012,7193,1410,texas-pan-american,Javorn Farrell
2012,7195,1378,south-florida,Jawanza Poland
2012,7207,1265,marist,Jay Bowie
2012,7212,1398,tennessee-state,Jay Harris
2012,7213,1227,illinois-chicago,Jay Harris
2012,7218,1408,tulane,Jay Hook
2012,7226,1205,gardner-webb,Jay Royster
2012,7228,1175,delaware-state,Jay Threatt
2012,7230,1362,san-francisco,Jay Wey
2012,7237,1461,wyoming,Jaydee Luster
2012,7246,1403,texas-tech,Jaye Crockett
2012,7259,1415,california-riverside,Jaylen Bland
2012,7260,1396,temple,Jaylen Bond
2012,7304,1107,albany-ny,Jayson Guerrier
2012,7308,1437,villanova,Jayvaughn Pinkston
2012,7310,1341,prairie-view,Jayvian Scranton
2012,7322,1190,east-tennessee-state,Jc Ward
2012,7326,1400,texas,Jcovan Brown
2012,7330,1248,lafayette,Jd Pelham
2012,7334,1405,toledo,Jd Weatherspoon
2012,7338,1135,brown,Jean Herbert Harris
2012,7339,1299,north-carolina-at,Jean Louisme
2012,7341,1329,oklahoma-state,Jean Paul Olukemi
2012,7346,1184,eastern-kentucky,Jeff Allgood
2012,7348,1286,montana-state,Jeff Budinich
2012,7352,1356,southern-illinois,Jeff Early
2012,7353,1129,boise-state,Jeff Elorriaga
2012,7355,1255,longwood,Jeff Havenstein
2012,7356,1184,eastern-kentucky,Jeff Johnson
2012,7357,1351,rider,Jeff Jones
2012,7359,1416,central-florida,Jeff Jordan
2012,7365,1199,florida-state,Jeff Peterson
2012,7367,1143,california,Jeff Powers
2012,7378,1106,alabama-state,Jeffery Middlebrooks
2012,7380,1435,vanderbilt,Jeffery Taylor
2012,7384,1186,eastern-washington,Jeffrey Forbes
2012,7386,1197,florida-am,Jeffrey Kennings
2012,7387,1359,samford,Jeffrey Merritt
2012,7390,1313,norfolk-state,Jeffrey Short
2012,7395,1132,bowling-green-state,Jehvon Clarke
2012,7397,1412,alabama-birmingham,Jekore Tyler
2012,7398,1424,nevada-las-vegas,Jelan Kendrick
2012,7400,1204,georgia-southern,Jelani Hewitt
2012,7408,1238,jackson-state,Jenirro Bush
2012,7418,1255,longwood,Jeremiah Bowman
2012,7422,1123,ball-state,Jeremiah Davis
2012,7433,1177,depaul,Jeremiah Kelly
2012,7434,1321,northwestern,Jeremiah Kreisberg
2012,7439,1218,hawaii,Jeremiah Ostrowski
2012,7443,1399,tennessee-tech,Jeremiah Samarrippas
2012,7451,1270,mcneese-state,Jeremie Mitchell
2012,7453,1213,grand-canyon,Jeremy Adams
2012,7454,1198,florida-international,Jeremy Allen
2012,7455,1421,north-carolina-asheville,Jeremy Atkinson
2012,7456,1239,jacksonville,Jeremy Bogus
2012,7457,1368,southeastern-louisiana,Jeremy Campbell
2012,7458,1288,morgan-state,Jeremy Canty
2012,7460,1105,alabama-am,Jeremy Crutcher
2012,7461,1197,florida-am,Jeremy Dean
2012,7464,1183,eastern-illinois,Jeremy Granger
2012,7472,1300,north-carolina-central,Jeremy Ingram
2012,7473,1105,alabama-am,Jeremy Ingram
2012,7474,1332,oregon,Jeremy Jacob
2012,7475,1179,drake,Jeremy Jeffers
2012,7477,1243,kansas-state,Jeremy Jones
2012,7479,1163,connecticut,Jeremy Lamb
2012,7484,1156,cleveland-state,Jeremy Montgomery
2012,7486,1146,central-arkansas,Jeremy Nordman
2012,7490,1152,chicago-state,Jeremy Robinson
2012,7495,1149,charleston-southern,Jeremy Sexton
2012,7497,1311,nicholls-state,Jeremy Smith
2012,7499,1299,north-carolina-at,Jeremy Underwood
2012,7501,1404,tennessee-martin,Jeremy Washington
2012,7504,1323,notre-dame,Jerian Grant
2012,7507,1417,ucla,Jerime Andersen
2012,7521,1113,arizona-state,Jermaine Marshall
2012,7528,1153,cincinnati,Jermaine Sanders
2012,7531,1233,iona,Jermel Jenkins
2012,7532,1391,stetson,Jermol Paul
2012,7535,1122,austin-peay,Jerome Clyburn
2012,7541,1185,eastern-michigan,Jerome Hunter
2012,7543,1188,southern-illinois-edwardsville,Jerome Jones
2012,7545,1424,nevada-las-vegas,Jerome Seagears
2012,7547,1427,texas-san-antonio,Jeromie Hill
2012,7551,1306,new-hampshire,Jeron Trotman
2012,7552,1397,tennessee,Jeronne Maymon
2012,7561,1461,wyoming,Jerron Granberry
2012,7563,1340,portland-state,Jerron Smith
2012,7566,1365,santa-clara,Jerry Brown
2012,7567,1305,nevada,Jerry Evans
2012,7570,1182,duquesne,Jerry Jones
2012,7572,1321,northwestern,Jershon Cobb
2012,7575,1214,hampton,Jervon Pressley
2012,7577,1123,ball-state,Jesse Berry
2012,7579,1161,colorado-state,Jesse Carr
2012,7587,1396,temple,Jesse Morgan
2012,7588,1112,arizona,Jesse Perry
2012,7590,1463,yale,Jesse Pritchard
2012,7592,1251,liberty,Jesse Sanders
2012,7593,1284,monmouth,Jesse Steele
2012,7596,1204,georgia-southern,Jessie Pernell
2012,7600,1410,texas-pan-american,Jesus M Delgado
2012,7610,1293,murray-state,Jewuan Long
2012,7612,1259,loyola-md,Jhared Hall
2012,7618,1273,mercer,Jibri Bryan
2012,7620,1209,georgia-state,Jihad Ali
2012,7621,1144,campbell,Jihad Wright
2012,7623,1248,lafayette,Jim Mower
2012,7626,1368,southeastern-louisiana,Jimmie Duplessis
2012,7627,1222,houston,Jimmie Jones
2012,7633,1127,binghamton,Jimmy Gray
2012,7638,1292,middle-tennessee,Jimmy Oden
2012,7641,1343,princeton,Jimmy Sherburne
2012,7645,1316,north-florida,Jimmy Williams
2012,7650,1161,colorado-state,Jj Avila
2012,7658,1125,belmont,Jj Mann
2012,7661,1353,rutgers,Jj Moore
2012,7666,1169,cal-state-northridge,Jj Thomas
2012,7667,1410,texas-pan-american,Jj Thompson
2012,7670,1256,louisiana-tech,Jl Lewis
2012,7672,1457,winthrop,Joab Jerome
2012,7679,1367,south-carolina-upstate,Jodd Maxey
2012,7684,1372,stephen-f-austin,Joe Bright
2012,7686,1333,oregon-state,Joe Burton
2012,7691,1388,saint-marys-ca,Joe Coleman
2012,7693,1260,loyola-il,Joe Crisman
2012,7695,1170,sacramento-state,Joe Eberhard
2012,7701,1129,boise-state,Joe Hanstad
2012,7703,1438,virginia,Joe Harris 
2012,7704,1146,central-arkansas,Joe Harris
2012,7707,1354,south-carolina-state,Joe Ikhinmwin
2012,7708,1272,memphis,Joe Jackson
2012,7724,1455,wichita-state,Joe Ragland
2012,7731,1277,michigan-state,Joe Sweeny
2012,7740,1137,bucknell,Joe Willman
2012,7753,1340,portland-state,Joel King
2012,7754,1295,north-dakota-state,Joel Lindberg
2012,7755,1391,stetson,Joel Naburgs
2012,7758,1318,northeastern,Joel Smith
2012,7766,1323,notre-dame,Joey Brooks
2012,7771,1420,maryland-baltimore-county,Joey Getz
2012,7780,1227,illinois-chicago,Joey Miller
2012,7784,1248,lafayette,Joey Ptasinksi
2012,7789,1460,wright-state,Johann Mpondo
2012,7791,1250,lehigh,John Adams
2012,7792,1413,california-davis,John Adenrele
2012,7793,1268,maryland,John Auslander
2012,7795,1339,portland,John Bailey
2012,7796,1460,wright-state,John Balwigaire
2012,7797,1431,texas-el-paso,John Bohannon
2012,7799,1402,texas-state,John Bowman
2012,7800,1341,prairie-view,John Brisco
2012,7805,1130,boston-college,John Cahill
2012,7808,1251,liberty,John Caleb Sanders
2012,7815,1343,princeton,John Comfort
2012,7818,1162,columbia,John Daniels
2012,7823,1170,sacramento-state,John Dickson
2012,7829,1390,stanford,John Gage
2012,7830,1415,california-riverside,John Gilliam
2012,7832,1171,dartmouth,John Golden
2012,7838,1237,iupui,John Hart
2012,7840,1169,cal-state-northridge,John Hayward Mayhew
2012,7844,1261,louisiana-state,John Isaac
2012,7845,1435,vanderbilt,John Jenkins
2012,7846,1336,penn-state,John Johnson
2012,7858,1365,santa-clara,John Mcarthur
2012,7867,1141,central-michigan,John Morris
2012,7874,1236,ipfw,John Peckinpaugh
2012,7875,1216,hartford,John Peterson
2012,7884,1110,american,John Schoof
2012,7887,1321,northwestern,John Shurna
2012,7890,1360,san-diego,John Sinis
2012,7893,1459,wofford,John Swinton
2012,7897,1229,illinois-state,John Wilkins
2012,7901,1347,radford,Johnathan Edwards
2012,7902,1165,cornell,Johnathan Gray
2012,7903,1394,texas-am-corpus-christi,Johnathan Jordan
2012,7904,1332,oregon,Johnathan Loyd
2012,7911,1456,william-mary,Johnmark Ludwick
2012,7917,1360,san-diego,Johnny Dee
2012,7920,1345,purdue,Johnny Hill
2012,7925,1320,northern-iowa,Johnny Moran
2012,7926,1261,louisiana-state,Johnny Obryant
2012,7933,1280,mississippi-state,Johnny Zuppardo
2012,7947,1228,illinois,Jon Ekey
2012,7949,1223,houston-baptist,Jon Evans
2012,7951,1156,cleveland-state,Jon Harris
2012,7955,1263,maine,Jon Mcallian
2012,7958,1157,coastal-carolina,Jon Pack
2012,7960,1384,saint-francis-pa,Jon Taylor
2012,7977,1330,old-dominion,Jonathan Arledge
2012,7983,1203,george-washington,Jonathan Davis
2012,7989,1113,arizona-state,Jonathan Gilling
2012,7991,1400,texas,Jonathan Holmes
2012,7993,1452,west-virginia,Jonathan Holton
2012,7999,1106,alabama-state,Jonathan Jefferson
2012,8003,1372,stephen-f-austin,Jonathan King
2012,8006,1318,northeastern,Jonathan Lee
2012,8007,1238,jackson-state,Jonathan Lewis
2012,8008,1183,eastern-illinois,Jonathan Miller
2012,8021,1268,maryland,Jonathan Thomas
2012,8022,1351,rider,Jonathan Thompson
2012,8029,1201,fresno-state,Jonathan Wills
2012,8030,1222,houston,Jonathon Simmons
2012,8031,1447,wagner,Jonathon Williams
2012,8036,1231,indiana,Jonny Marlin
2012,8041,1438,virginia,Jontel Evans
2012,8045,1387,saint-louis,Jordair Jett
2012,8049,1315,north-dakota,Jordan Allard
2012,8056,1363,san-jose-state,Jordan Baker
2012,8067,1377,south-dakota,Jordan Boots
2012,8069,1298,navy,Jordan Brickman
2012,8073,1252,lipscomb,Jordan Burgason
2012,8076,1305,nevada,Jordan Burris
2012,8078,1408,tulane,Jordan Callahan
2012,8085,1179,drake,Jordan Clarke
2012,8086,1281,missouri,Jordan Clarkson
2012,8093,1398,tennessee-state,Jordan Cyphers
2012,8095,1179,drake,Jordan Daniels
2012,8103,1355,south-dakota-state,Jordan Dykstra
2012,8104,1170,sacramento-state,Jordan Estada
2012,8107,1305,nevada,Jordan Finn
2012,8116,1139,butler,Jordan Gathers
2012,8128,1401,texas-am,Jordan Green
2012,8129,1285,montana,Jordan Gregory
2012,8130,1157,coastal-carolina,Jordan Griffin
2012,8135,1250,lehigh,Jordan Hamilton
2012,8137,1227,illinois-chicago,Jordan Harks
2012,8138,1136,bryant,Jordan Harris
2012,8144,1299,north-carolina-at,Jordan Herrera
2012,8145,1186,eastern-washington,Jordan Hickert
2012,8146,1260,loyola-il,Jordan Hicks
2012,8151,1231,indiana,Jordan Hulls
2012,8157,1191,evansville,Jordan Jahr
2012,8162,1242,kansas,Jordan Juenemann
2012,8165,1402,texas-state,Jordan Kirschke
2012,8166,1168,cal-state-fullerton,Jordan Knox
2012,8171,1164,coppin-state,Jordan Lee
2012,8173,1142,cal-poly,Jordan Lewis
2012,8176,1202,furman,Jordan Loyd
2012,8191,1397,tennessee,Jordan Mcrae
2012,8198,1191,evansville,Jordan Nelson
2012,8210,1394,texas-am-corpus-christi,Jordan Pope Didier
2012,8216,1232,indiana-state,Jordan Printy
2012,8224,1451,weber-state,Jordan Richardson
2012,8227,1422,north-carolina-greensboro,Jordan Robertson
2012,8233,1158,college-of-charleston,Jordan Scott
2012,8238,1237,iupui,Jordan Shanklin
2012,8241,1173,dayton,Jordan Sibert
2012,8242,1427,texas-san-antonio,Jordan Sims
2012,8246,1221,holy-cross,Jordan Stevens
2012,8249,1298,navy,Jordan Sugars
2012,8250,1412,alabama-birmingham,Jordan Swing
2012,8252,1458,wisconsin,Jordan Taylor
2012,8253,1371,seton-hall,Jordan Theodore
2012,8254,1374,southern-methodist,Jordan Tolbert
2012,8267,1313,norfolk-state,Jordan Weathers
2012,8269,1440,virginia-military-institute,Jordan Weethee
2012,8270,1420,maryland-baltimore-county,Jordan Wejnert
2012,8274,1317,north-texas,Jordan Williams
2012,8277,1285,montana,Jordan Wood
2012,8281,1141,central-michigan,Jorddan Myrick
2012,8284,1388,saint-marys-ca,Jorden Page
2012,8286,1112,arizona,Jordin Mayes
2012,8287,1306,new-hampshire,Jordon Bronner
2012,8288,1132,bowling-green-state,Jordon Crawford
2012,8300,1304,nebraska,Jorge Diaz
2012,8301,1143,california,Jorge Gutierrez
2012,8303,1426,texas-arlington,Jorge Redmon
2012,8307,1375,south-alabama,Jose Diaz
2012,8308,1105,alabama-am,Jose Long
2012,8315,1228,illinois,Joseph Bertrand
2012,8317,1236,ipfw,Joseph Edwards
2012,8329,1332,oregon,Joseph Young
2012,8337,1238,jackson-state,Josh Armstrong
2012,8343,1189,elon,Josh Bonney
2012,8348,1418,louisiana-lafayette,Josh Brown
2012,8354,1205,gardner-webb,Josh Castellanos
2012,8355,1464,youngstown-state,Josh Chojnacki
2012,8369,1361,san-diego-state,Josh Davis
2012,8372,1350,richmond,Josh Duinker
2012,8373,1103,akron,Josh Egner
2012,8378,1165,cornell,Josh Figini
2012,8384,1458,wisconsin,Josh Gasser
2012,8385,1315,north-dakota,Josh Gentry
2012,8390,1169,cal-state-northridge,Josh Greene
2012,8392,1181,duke,Josh Hairston
2012,8399,1119,army,Josh Herbeck
2012,8401,1390,stanford,Josh Huestis
2012,8402,1453,green-bay,Josh Humphrey
2012,8408,1342,presbyterian,Josh Johnson
2012,8409,1166,creighton,Josh Jones
2012,8413,1369,southeast-missouri-state,Josh Langford
2012,8425,1209,georgia-state,Josh Micheaux
2012,8439,1234,iowa,Josh Oglesby
2012,8441,1173,dayton,Josh Parker
2012,8447,1183,eastern-illinois,Josh Piper
2012,8451,1397,tennessee,Josh Richardson
2012,8452,1413,california-davis,Josh Ritchart
2012,8455,1315,north-dakota,Josh Schuler
2012,8457,1421,north-carolina-asheville,Josh Seligson
2012,8458,1275,miami-oh,Josh Sewell
2012,8461,1140,brigham-young,Josh Sharp
2012,8467,1356,southern-illinois,Josh Swan
2012,8468,1122,austin-peay,Josh Terry
2012,8471,1310,niagara,Josh Turner
2012,8473,1120,auburn,Josh Wallace
2012,8477,1428,utah,Josh Watkins
2012,8483,1299,north-carolina-at,Joshea Singleton
2012,8493,1184,eastern-kentucky,Joshua Jones
2012,8496,1337,pepperdine,Joshua Lowery
2012,8498,1106,alabama-state,Joshua Mason
2012,8500,1366,savannah-state,Joshua Montgomery
2012,8516,1145,canisius,Josiah Heath
2012,8519,1399,tennessee-tech,Josiah Moore
2012,8522,1112,arizona,Josiah Turner
2012,8526,1218,hawaii,Joston Thomas
2012,8528,1341,prairie-view,Jourdan Demunyck
2012,8545,1172,davidson,Jp Kuhlman
2012,8548,1421,north-carolina-asheville,Jp Primm
2012,8551,1395,texas-christian,Jr Cadot
2012,8557,1349,rice,Jr Reynolds
2012,8558,1185,eastern-michigan,Jr Sims
2012,8559,1391,stetson,Jr Weston
2012,8567,1292,middle-tennessee,Jt Sulton
2012,8578,1396,temple,Juan Fernandez
2012,8584,1220,hofstra,Juanya Green
2012,8587,1399,tennessee-tech,Jud Dillard
2012,8590,1179,drake,Judd Welfringer
2012,8595,1341,prairie-view,Jules Montgomery
2012,8598,1456,william-mary,Julian Boatner
2012,8599,1254,long-island-university,Julian Boyd
2012,8602,1365,santa-clara,Julian Clarke
