ID,Pred
2015_1412_1428,0.065
2015_1412_1433,0.26
2015_1412_1434,0.3295
2015_1412_1437,0.0255
2015_1412_1438,0.0395
2015_1412_1452,0.274
2015_1412_1455,0.1405
2015_1412_1458,0.0325
2015_1412_1459,0.329
2015_1412_1461,0.387
2015_1412_1462,0.135
2015_1414_1417,0.2075
2015_1414_1428,0.088
2015_1414_1433,0.169
2015_1414_1434,0.43
2015_1414_1437,0.008
2015_1414_1438,0.0215
2015_1414_1452,0.1515
2015_1414_1455,0.0555
2015_1414_1458,0.0045
2015_1414_1459,0.4565
2015_1414_1461,0.5465
2015_1414_1462,0.0355
2015_1417_1428,0.2105
2015_1417_1433,0.2825
2015_1417_1434,0.555
2015_1417_1437,0.076
2015_1417_1438,0.228
2015_1417_1452,0.2825
2015_1417_1455,0.2805
2015_1417_1458,0.081
2015_1417_1459,0.605
2015_1417_1461,0.621
2015_1417_1462,0.4275
2015_1428_1433,0.502
2015_1428_1434,0.8855
2015_1428_1437,0.263
2015_1428_1438,0.3095
2015_1428_1452,0.5205
2015_1428_1455,0.5555
2015_1428_1458,0.2605
2015_1428_1459,0.8665
2015_1428_1461,0.804
2015_1428_1462,0.717
2015_1433_1434,0.5795
2015_1433_1437,0.281
2015_1433_1438,0.394
2015_1433_1452,0.452
2015_1433_1455,0.4115
2015_1433_1458,0.277
2015_1433_1459,0.7025
2015_1433_1461,0.6835
2015_1433_1462,0.5615
2015_1434_1437,0.04
2015_1434_1438,0.0335
2015_1434_1452,0.267
2015_1434_1455,0.1145
2015_1434_1458,0.025
2015_1434_1459,0.5515
2015_1434_1461,0.576
2015_1434_1462,0.304
2015_1437_1438,0.4985
2015_1437_1452,0.765
2015_1437_1455,0.6255
2015_1437_1458,0.5575
2015_1437_1459,0.957
2015_1437_1461,0.954
2015_1437_1462,0.7665
2015_1438_1452,0.653
2015_1438_1455,0.568
2015_1438_1458,0.5945
2015_1438_1459,0.8955
2015_1438_1461,0.757
2015_1438_1462,0.6905
2015_1452_1455,0.3745
2015_1452_1458,0.2535
2015_1452_1459,0.702
2015_1452_1461,0.7635
2015_1452_1462,0.669
2015_1455_1458,0.2565
2015_1455_1459,0.9455
2015_1455_1461,0.8305
2015_1455_1462,0.6745
2015_1458_1459,0.9315
2015_1458_1461,0.889
2015_1458_1462,0.817
2015_1459_1461,0.544
2015_1459_1462,0.1635
2015_1461_1462,0.1685
2016_1112_1114,0.4925
2016_1112_1122,0.9325
2016_1112_1124,0.72
2016_1112_1138,0.8965
2016_1112_1139,0.696
2016_1112_1143,0.706
2016_1112_1151,0.7625
2016_1112_1153,0.6135
2016_1112_1160,0.788
2016_1112_1163,0.6165
2016_1112_1167,0.773
2016_1112_1173,0.618
2016_1112_1181,0.6325
2016_1112_1192,0.8645
2016_1112_1195,0.9485
2016_1112_1201,0.781
2016_1112_1211,0.636
2016_1112_1214,0.9615
2016_1112_1218,0.749
2016_1112_1221,0.834
2016_1112_1231,0.4985
2016_1112_1233,0.643
2016_1112_1234,0.622
2016_1112_1235,0.71
2016_1112_1242,0.4345
2016_1112_1246,0.5535
2016_1112_1268,0.6495
2016_1112_1274,0.667
2016_1112_1276,0.6505
2016_1112_1277,0.402
2016_1112_1292,0.9025
2016_1112_1314,0.425
2016_1112_1320,0.623
2016_1112_1323,0.769
2016_1112_1328,0.614
2016_1112_1332,0.5515
2016_1112_1333,0.752
2016_1112_1338,0.742
2016_1112_1344,0.6035
2016_1112_1345,0.5885
2016_1112_1355,0.754
2016_1112_1371,0.6925
2016_1112_1372,0.465
2016_1112_1380,0.9405
2016_1112_1386,0.661
2016_1112_1392,0.7085
2016_1112_1393,0.6205
2016_1112_1396,0.73
2016_1112_1400,0.692
2016_1112_1401,0.629
2016_1112_1403,0.815
2016_1112_1409,0.7235
2016_1112_1421,0.917
2016_1112_1423,0.6865
2016_1112_1425,0.78
2016_1112_1428,0.645
2016_1112_1433,0.631
2016_1112_1435,0.671
2016_1112_1437,0.414
2016_1112_1438,0.4605
2016_1112_1451,0.902
2016_1112_1452,0.452
2016_1112_1453,0.7365
2016_1112_1455,0.207
2016_1112_1458,0.678
2016_1112_1462,0.63
2016_1112_1463,0.785
2016_1114_1122,0.74
2016_1114_1124,0.3485
2016_1114_1138,0.7095
2016_1114_1139,0.3625
2016_1114_1143,0.456
2016_1114_1151,0.6045
2016_1114_1153,0.305
2016_1114_1160,0.5675
2016_1114_1163,0.3375
2016_1114_1167,0.6945
2016_1114_1173,0.534
2016_1114_1181,0.263
2016_1114_1192,0.769
2016_1114_1195,0.7325
2016_1114_1201,0.649
2016_1114_1211,0.3625
2016_1114_1214,0.7495
2016_1114_1218,0.471
2016_1114_1221,0.8255
2016_1114_1231,0.2975
2016_1114_1233,0.6265
2016_1114_1234,0.245
2016_1114_1235,0.137
2016_1114_1242,0.172
2016_1114_1246,0.317
2016_1114_1268,0.3465
2016_1114_1274,0.267
2016_1114_1276,0.4685
2016_1114_1277,0.217
2016_1114_1292,0.688
2016_1114_1314,0.2425
2016_1114_1320,0.6085
2016_1114_1323,0.401
2016_1114_1328,0.2635
2016_1114_1332,0.269
2016_1114_1333,0.6765
2016_1114_1338,0.446
2016_1114_1344,0.4375
2016_1114_1345,0.2865
2016_1114_1355,0.572
2016_1114_1371,0.4685
2016_1114_1372,0.457
2016_1114_1380,0.79
2016_1114_1386,0.536
2016_1114_1392,0.587
2016_1114_1393,0.5305
2016_1114_1396,0.6125
2016_1114_1400,0.5075
2016_1114_1401,0.2605
2016_1114_1403,0.586
2016_1114_1409,0.67
2016_1114_1421,0.7335
2016_1114_1423,0.5425
2016_1114_1425,0.466
2016_1114_1428,0.4465
2016_1114_1433,0.4555
2016_1114_1435,0.432
2016_1114_1437,0.1255
2016_1114_1438,0.1855
2016_1114_1451,0.622
2016_1114_1452,0.2195
2016_1114_1453,0.6415
2016_1114_1455,0.4935
2016_1114_1458,0.55
2016_1114_1462,0.292
2016_1114_1463,0.5835
2016_1122_1124,0.0405
2016_1122_1138,0.31
2016_1122_1139,0.0455
2016_1122_1143,0.1005
2016_1122_1151,0.2455
2016_1122_1153,0.042
2016_1122_1160,0.2045
2016_1122_1163,0.0345
2016_1122_1167,0.3055
2016_1122_1173,0.12
2016_1122_1181,0.023
2016_1122_1192,0.587
2016_1122_1195,0.435
2016_1122_1201,0.1635
2016_1122_1211,0.0885
2016_1122_1214,0.563
2016_1122_1218,0.1075
2016_1122_1221,0.5615
2016_1122_1231,0.011
2016_1122_1233,0.1965
2016_1122_1234,0.0295
2016_1122_1235,0.019
2016_1122_1242,0.0
2016_1122_1246,0.013
2016_1122_1268,0.0155
2016_1122_1274,0.009
2016_1122_1276,0.1085
2016_1122_1277,0.0245
2016_1122_1292,0.2265
2016_1122_1314,0.004
2016_1122_1320,0.155
2016_1122_1323,0.0795
2016_1122_1328,0.005
2016_1122_1332,0.0155
2016_1122_1333,0.1065
2016_1122_1338,0.077
2016_1122_1344,0.083
2016_1122_1345,0.0255
2016_1122_1355,0.202
2016_1122_1371,0.0565
2016_1122_1372,0.275
2016_1122_1380,0.444
2016_1122_1386,0.126
2016_1122_1392,0.2875
2016_1122_1393,0.186
2016_1122_1396,0.1425
2016_1122_1400,0.111
2016_1122_1401,0.0125
2016_1122_1403,0.1055
2016_1122_1409,0.1125
2016_1122_1421,0.2835
2016_1122_1423,0.142
2016_1122_1425,0.1095
2016_1122_1428,0.03
2016_1122_1433,0.0925
2016_1122_1435,0.1305
2016_1122_1437,0.0125
2016_1122_1438,0.005
2016_1122_1451,0.3545
2016_1122_1452,0.0055
2016_1122_1453,0.18
2016_1122_1455,0.164
2016_1122_1458,0.102
2016_1122_1462,0.005
2016_1122_1463,0.1445
2016_1124_1138,0.8
2016_1124_1139,0.4455
2016_1124_1143,0.4795
2016_1124_1151,0.7205
2016_1124_1153,0.411
2016_1124_1160,0.6715
2016_1124_1163,0.4015
2016_1124_1167,0.8015
2016_1124_1173,0.607
2016_1124_1181,0.499
2016_1124_1192,0.9305
2016_1124_1195,0.833
2016_1124_1201,0.8255
2016_1124_1211,0.381
2016_1124_1214,0.8245
2016_1124_1218,0.62
2016_1124_1221,0.8805
2016_1124_1231,0.3825
2016_1124_1233,0.7295
2016_1124_1234,0.422
2016_1124_1235,0.523
2016_1124_1242,0.285
2016_1124_1246,0.476
2016_1124_1268,0.4375
2016_1124_1274,0.538
2016_1124_1276,0.4815
2016_1124_1277,0.238
2016_1124_1292,0.8465
2016_1124_1314,0.2165
2016_1124_1320,0.6275
2016_1124_1323,0.534
2016_1124_1328,0.365
2016_1124_1332,0.427
2016_1124_1333,0.62
2016_1124_1338,0.567
2016_1124_1344,0.4895
2016_1124_1345,0.3695
2016_1124_1355,0.5605
2016_1124_1371,0.412
2016_1124_1372,0.687
2016_1124_1380,0.7475
2016_1124_1386,0.587
2016_1124_1392,0.7195
2016_1124_1393,0.5275
2016_1124_1396,0.702
2016_1124_1400,0.5
2016_1124_1401,0.465
2016_1124_1403,0.6905
2016_1124_1409,0.6495
2016_1124_1421,0.8065
2016_1124_1423,0.639
2016_1124_1425,0.495
2016_1124_1428,0.521
2016_1124_1433,0.5265
2016_1124_1435,0.5205
2016_1124_1437,0.212
2016_1124_1438,0.3255
2016_1124_1451,0.778
2016_1124_1452,0.356
2016_1124_1453,0.6235
2016_1124_1455,0.5005
2016_1124_1458,0.594
2016_1124_1462,0.3695
2016_1124_1463,0.2295
2016_1138_1139,0.0805
2016_1138_1143,0.2235
2016_1138_1151,0.364
2016_1138_1153,0.1445
2016_1138_1160,0.3275
2016_1138_1163,0.0645
2016_1138_1167,0.4425
2016_1138_1173,0.2765
2016_1138_1181,0.084
2016_1138_1192,0.7085
2016_1138_1195,0.647
2016_1138_1201,0.2865
2016_1138_1211,0.1285
2016_1138_1214,0.7305
2016_1138_1218,0.228
2016_1138_1221,0.672
2016_1138_1231,0.014
2016_1138_1233,0.489
2016_1138_1234,0.0555
2016_1138_1235,0.067
2016_1138_1242,0.002
2016_1138_1246,0.058
2016_1138_1268,0.0745
2016_1138_1274,0.012
2016_1138_1276,0.0985
2016_1138_1277,0.038
2016_1138_1292,0.449
2016_1138_1314,0.027
2016_1138_1320,0.323
2016_1138_1323,0.077
2016_1138_1328,0.0065
2016_1138_1332,0.044
2016_1138_1333,0.231
2016_1138_1338,0.1465
2016_1138_1344,0.179
2016_1138_1345,0.043
2016_1138_1355,0.2445
2016_1138_1371,0.082
2016_1138_1372,0.3945
2016_1138_1380,0.755
2016_1138_1386,0.2555
2016_1138_1392,0.4925
2016_1138_1393,0.238
2016_1138_1396,0.3095
2016_1138_1400,0.099
2016_1138_1401,0.0495
2016_1138_1403,0.1435
2016_1138_1409,0.1885
2016_1138_1421,0.43
2016_1138_1423,0.244
2016_1138_1425,0.205
2016_1138_1428,0.1165
2016_1138_1433,0.1455
2016_1138_1435,0.203
2016_1138_1437,0.014
2016_1138_1438,0.015
2016_1138_1451,0.487
2016_1138_1452,0.008
2016_1138_1453,0.4965
2016_1138_1455,0.1825
2016_1138_1458,0.151
2016_1138_1462,0.011
2016_1138_1463,0.2295
2016_1139_1143,0.457
2016_1139_1151,0.8215
2016_1139_1153,0.4485
2016_1139_1160,0.5935
2016_1139_1163,0.396
2016_1139_1167,0.7735
2016_1139_1173,0.574
2016_1139_1181,0.4415
2016_1139_1192,0.9245
2016_1139_1195,0.8495
2016_1139_1201,0.8575
2016_1139_1211,0.396
2016_1139_1214,0.857
2016_1139_1218,0.6535
2016_1139_1221,0.866
2016_1139_1231,0.3995
2016_1139_1233,0.708
2016_1139_1234,0.5105
2016_1139_1235,0.5095
2016_1139_1242,0.2905
2016_1139_1246,0.4145
2016_1139_1268,0.5395
2016_1139_1274,0.5375
2016_1139_1276,0.535
2016_1139_1277,0.3405
2016_1139_1292,0.8815
2016_1139_1314,0.2865
2016_1139_1320,0.613
2016_1139_1323,0.4375
2016_1139_1328,0.331
2016_1139_1332,0.379
2016_1139_1333,0.555
2016_1139_1338,0.5285
2016_1139_1344,0.4905
2016_1139_1345,0.3685
2016_1139_1355,0.6705
2016_1139_1371,0.3945
2016_1139_1372,0.7
2016_1139_1380,0.8755
2016_1139_1386,0.574
2016_1139_1392,0.7045
2016_1139_1393,0.5275
2016_1139_1396,0.6245
2016_1139_1400,0.5415
2016_1139_1401,0.533
2016_1139_1403,0.8515
2016_1139_1409,0.643
2016_1139_1421,0.829
2016_1139_1423,0.7365
2016_1139_1425,0.4315
2016_1139_1428,0.489
2016_1139_1433,0.5575
2016_1139_1435,0.5635
2016_1139_1437,0.2085
2016_1139_1438,0.2785
2016_1139_1451,0.8395
2016_1139_1452,0.2395
2016_1139_1453,0.738
2016_1139_1455,0.541
2016_1139_1458,0.6315
2016_1139_1462,0.477
2016_1139_1463,0.557
2016_1143_1151,0.6945
2016_1143_1153,0.511
2016_1143_1160,0.525
2016_1143_1163,0.513
2016_1143_1167,0.7415
2016_1143_1173,0.5955
2016_1143_1181,0.385
2016_1143_1192,0.85
2016_1143_1195,0.842
2016_1143_1201,0.753
2016_1143_1211,0.532
2016_1143_1214,0.895
2016_1143_1218,0.635
2016_1143_1221,0.842
2016_1143_1231,0.3995
2016_1143_1233,0.6485
2016_1143_1234,0.5955
2016_1143_1235,0.466
2016_1143_1242,0.164
2016_1143_1246,0.355
2016_1143_1268,0.3805
2016_1143_1274,0.372
2016_1143_1276,0.634
2016_1143_1277,0.2775
2016_1143_1292,0.812
2016_1143_1314,0.1715
2016_1143_1320,0.623
2016_1143_1323,0.547
2016_1143_1328,0.349
2016_1143_1332,0.275
2016_1143_1333,0.622
2016_1143_1338,0.63
2016_1143_1344,0.5265
2016_1143_1345,0.4455
2016_1143_1355,0.6895
2016_1143_1371,0.5365
2016_1143_1372,0.633
2016_1143_1380,0.846
2016_1143_1386,0.6195
2016_1143_1392,0.651
2016_1143_1393,0.511
2016_1143_1396,0.602
2016_1143_1400,0.607
2016_1143_1401,0.478
2016_1143_1403,0.7055
2016_1143_1409,0.507
2016_1143_1421,0.7555
2016_1143_1423,0.626
2016_1143_1425,0.571
2016_1143_1428,0.546
2016_1143_1433,0.5095
2016_1143_1435,0.6125
2016_1143_1437,0.2785
2016_1143_1438,0.2115
2016_1143_1451,0.847
2016_1143_1452,0.404
2016_1143_1453,0.6695
2016_1143_1455,0.479
2016_1143_1458,0.6305
2016_1143_1462,0.371
2016_1143_1463,0.5565
2016_1151_1153,0.167
2016_1151_1160,0.4845
2016_1151_1163,0.1905
2016_1151_1167,0.6085
2016_1151_1173,0.3605
2016_1151_1181,0.069
2016_1151_1192,0.7495
2016_1151_1195,0.672
2016_1151_1201,0.52
2016_1151_1211,0.2365
2016_1151_1214,0.7765
2016_1151_1218,0.4225
2016_1151_1221,0.728
2016_1151_1231,0.018
2016_1151_1233,0.507
2016_1151_1234,0.0775
2016_1151_1235,0.124
2016_1151_1242,0.031
2016_1151_1246,0.161
2016_1151_1268,0.112
2016_1151_1274,0.0695
2016_1151_1276,0.279
2016_1151_1277,0.089
2016_1151_1292,0.4755
2016_1151_1314,0.0365
2016_1151_1320,0.4595
2016_1151_1323,0.2305
2016_1151_1328,0.0735
2016_1151_1332,0.154
2016_1151_1333,0.4955
2016_1151_1338,0.223
2016_1151_1344,0.223
2016_1151_1345,0.093
2016_1151_1355,0.4495
2016_1151_1371,0.1885
2016_1151_1372,0.4685
2016_1151_1380,0.78
2016_1151_1386,0.414
2016_1151_1392,0.636
2016_1151_1393,0.2755
2016_1151_1396,0.4365
2016_1151_1400,0.238
2016_1151_1401,0.086
2016_1151_1403,0.339
2016_1151_1409,0.3895
2016_1151_1421,0.5615
2016_1151_1423,0.443
2016_1151_1425,0.3955
2016_1151_1428,0.2955
2016_1151_1433,0.2495
2016_1151_1435,0.345
2016_1151_1437,0.0365
2016_1151_1438,0.0485
2016_1151_1451,0.6865
2016_1151_1452,0.064
2016_1151_1453,0.5965
2016_1151_1455,0.3355
2016_1151_1458,0.2885
2016_1151_1462,0.0885
2016_1151_1463,0.3455
2016_1153_1160,0.6875
2016_1153_1163,0.4795
2016_1153_1167,0.897
2016_1153_1173,0.532
2016_1153_1181,0.4885
2016_1153_1192,0.951
2016_1153_1195,0.8985
2016_1153_1201,0.7675
2016_1153_1211,0.5285
2016_1153_1214,0.9295
2016_1153_1218,0.7705
2016_1153_1221,0.9675
2016_1153_1231,0.4045
2016_1153_1233,0.778
2016_1153_1234,0.5155
2016_1153_1235,0.5465
2016_1153_1242,0.3425
2016_1153_1246,0.4455
2016_1153_1268,0.5175
2016_1153_1274,0.492
2016_1153_1276,0.69
2016_1153_1277,0.371
2016_1153_1292,0.855
2016_1153_1314,0.272
2016_1153_1320,0.766
2016_1153_1323,0.6285
2016_1153_1328,0.3665
2016_1153_1332,0.4215
2016_1153_1333,0.6695
2016_1153_1338,0.6325
2016_1153_1344,0.6435
2016_1153_1345,0.4405
2016_1153_1355,0.5745
2016_1153_1371,0.472
2016_1153_1372,0.666
2016_1153_1380,0.898
2016_1153_1386,0.6515
2016_1153_1392,0.848
2016_1153_1393,0.641
2016_1153_1396,0.744
2016_1153_1400,0.5815
2016_1153_1401,0.5265
2016_1153_1403,0.6955
2016_1153_1409,0.659
2016_1153_1421,0.858
2016_1153_1423,0.677
2016_1153_1425,0.708
2016_1153_1428,0.5665
2016_1153_1433,0.571
2016_1153_1435,0.629
2016_1153_1437,0.299
2016_1153_1438,0.368
2016_1153_1451,0.859
2016_1153_1452,0.3355
2016_1153_1453,0.731
2016_1153_1455,0.563
2016_1153_1458,0.608
2016_1153_1462,0.488
2016_1153_1463,0.7185
2016_1160_1163,0.147
2016_1160_1167,0.6795
2016_1160_1173,0.487
2016_1160_1181,0.258
2016_1160_1192,0.726
2016_1160_1195,0.6505
2016_1160_1201,0.6755
2016_1160_1211,0.4055
2016_1160_1214,0.816
2016_1160_1218,0.534
2016_1160_1221,0.813
2016_1160_1231,0.1605
2016_1160_1233,0.5675
2016_1160_1234,0.382
2016_1160_1235,0.2535
2016_1160_1242,0.076
2016_1160_1246,0.167
2016_1160_1268,0.2335
2016_1160_1274,0.2375
2016_1160_1276,0.614
2016_1160_1277,0.1715
2016_1160_1292,0.7545
2016_1160_1314,0.077
2016_1160_1320,0.5375
2016_1160_1323,0.401
2016_1160_1328,0.1035
2016_1160_1332,0.193
2016_1160_1333,0.6625
2016_1160_1338,0.5255
2016_1160_1344,0.412
2016_1160_1345,0.1435
2016_1160_1355,0.612
2016_1160_1371,0.3795
2016_1160_1372,0.574
2016_1160_1380,0.797
2016_1160_1386,0.485
2016_1160_1392,0.599
2016_1160_1393,0.4315
2016_1160_1396,0.4835
2016_1160_1400,0.537
2016_1160_1401,0.2305
2016_1160_1403,0.574
2016_1160_1409,0.5345
2016_1160_1421,0.721
2016_1160_1423,0.656
2016_1160_1425,0.5105
2016_1160_1428,0.4655
2016_1160_1433,0.437
2016_1160_1435,0.5225
2016_1160_1437,0.108
2016_1160_1438,0.1225
2016_1160_1451,0.7325
2016_1160_1452,0.159
2016_1160_1453,0.554
2016_1160_1455,0.4715
2016_1160_1458,0.5255
2016_1160_1462,0.191
2016_1160_1463,0.415
2016_1163_1167,0.882
2016_1163_1173,0.5225
2016_1163_1181,0.4145
2016_1163_1192,0.929
2016_1163_1195,0.9425
2016_1163_1201,0.818
2016_1163_1211,0.5495
2016_1163_1214,0.9235
2016_1163_1218,0.7195
2016_1163_1221,0.917
2016_1163_1231,0.4245
2016_1163_1233,0.744
2016_1163_1234,0.5615
2016_1163_1235,0.467
2016_1163_1242,0.072
2016_1163_1246,0.4365
2016_1163_1268,0.406
2016_1163_1274,0.447
2016_1163_1276,0.6775
2016_1163_1277,0.292
2016_1163_1292,0.906
2016_1163_1314,0.2425
2016_1163_1320,0.7
2016_1163_1323,0.6405
2016_1163_1328,0.3795
2016_1163_1332,0.4065
2016_1163_1333,0.8105
2016_1163_1338,0.624
2016_1163_1344,0.61
2016_1163_1345,0.345
2016_1163_1355,0.644
2016_1163_1371,0.562
2016_1163_1372,0.602
2016_1163_1380,0.9265
2016_1163_1386,0.5775
2016_1163_1392,0.77
2016_1163_1393,0.605
2016_1163_1396,0.6475
2016_1163_1400,0.6135
2016_1163_1401,0.6215
2016_1163_1403,0.6755
2016_1163_1409,0.7105
2016_1163_1421,0.9085
2016_1163_1423,0.696
2016_1163_1425,0.632
2016_1163_1428,0.565
2016_1163_1433,0.5725
2016_1163_1435,0.5575
2016_1163_1437,0.209
2016_1163_1438,0.2325
2016_1163_1451,0.897
2016_1163_1452,0.28
2016_1163_1453,0.8075
2016_1163_1455,0.6015
2016_1163_1458,0.6085
2016_1163_1462,0.501
2016_1163_1463,0.736
2016_1167_1173,0.34
2016_1167_1181,0.141
2016_1167_1192,0.691
2016_1167_1195,0.5635
2016_1167_1201,0.434
2016_1167_1211,0.2285
2016_1167_1214,0.685
2016_1167_1218,0.226
2016_1167_1221,0.7
2016_1167_1231,0.0765
2016_1167_1233,0.4025
2016_1167_1234,0.0835
2016_1167_1235,0.1305
2016_1167_1242,0.024
2016_1167_1246,0.117
2016_1167_1268,0.147
2016_1167_1274,0.093
2016_1167_1276,0.1645
2016_1167_1277,0.058
2016_1167_1292,0.486
2016_1167_1314,0.0395
2016_1167_1320,0.388
2016_1167_1323,0.141
2016_1167_1328,0.038
2016_1167_1332,0.126
2016_1167_1333,0.3455
2016_1167_1338,0.1395
2016_1167_1344,0.146
2016_1167_1345,0.0945
2016_1167_1355,0.355
2016_1167_1371,0.105
2016_1167_1372,0.3875
2016_1167_1380,0.646
2016_1167_1386,0.272
2016_1167_1392,0.4895
2016_1167_1393,0.2355
2016_1167_1396,0.359
2016_1167_1400,0.263
2016_1167_1401,0.125
2016_1167_1403,0.211
2016_1167_1409,0.2695
2016_1167_1421,0.488
2016_1167_1423,0.238
2016_1167_1425,0.195
2016_1167_1428,0.211
2016_1167_1433,0.168
2016_1167_1435,0.3105
2016_1167_1437,0.0225
2016_1167_1438,0.0665
2016_1167_1451,0.532
2016_1167_1452,0.076
2016_1167_1453,0.523
2016_1167_1455,0.231
2016_1167_1458,0.221
2016_1167_1462,0.06
2016_1167_1463,0.317
2016_1173_1181,0.3135
2016_1173_1192,0.8035
2016_1173_1195,0.6625
2016_1173_1201,0.6615
2016_1173_1211,0.4115
2016_1173_1214,0.8455
2016_1173_1218,0.578
2016_1173_1221,0.9065
2016_1173_1231,0.2915
2016_1173_1233,0.5585
2016_1173_1234,0.4805
2016_1173_1235,0.37
2016_1173_1242,0.1175
2016_1173_1246,0.293
2016_1173_1268,0.3195
2016_1173_1274,0.25
2016_1173_1276,0.6065
2016_1173_1277,0.254
2016_1173_1292,0.809
2016_1173_1314,0.167
2016_1173_1320,0.57
2016_1173_1323,0.4545
2016_1173_1328,0.191
2016_1173_1332,0.359
2016_1173_1333,0.6225
2016_1173_1338,0.4915
2016_1173_1344,0.5585
2016_1173_1345,0.2325
2016_1173_1355,0.5975
2016_1173_1371,0.4725
2016_1173_1372,0.541
2016_1173_1380,0.8825
2016_1173_1386,0.5555
2016_1173_1392,0.659
2016_1173_1393,0.2215
2016_1173_1396,0.5915
2016_1173_1400,0.4795
2016_1173_1401,0.3715
2016_1173_1403,0.525
2016_1173_1409,0.5805
2016_1173_1421,0.6735
2016_1173_1423,0.6195
2016_1173_1425,0.568
2016_1173_1428,0.4005
2016_1173_1433,0.4695
2016_1173_1435,0.5445
2016_1173_1437,0.1275
2016_1173_1438,0.1465
2016_1173_1451,0.734
2016_1173_1452,0.2285
2016_1173_1453,0.6095
2016_1173_1455,0.4695
2016_1173_1458,0.4605
2016_1173_1462,0.292
2016_1173_1463,0.546
2016_1181_1192,0.954
2016_1181_1195,0.8865
2016_1181_1201,0.826
2016_1181_1211,0.429
2016_1181_1214,0.883
2016_1181_1218,0.816
2016_1181_1221,0.8685
2016_1181_1231,0.404
2016_1181_1233,0.752
2016_1181_1234,0.5545
2016_1181_1235,0.5785
2016_1181_1242,0.289
2016_1181_1246,0.46
2016_1181_1268,0.424
2016_1181_1274,0.4935
2016_1181_1276,0.637
2016_1181_1277,0.388
2016_1181_1292,0.888
2016_1181_1314,0.3795
2016_1181_1320,0.7365
2016_1181_1323,0.5205
2016_1181_1328,0.389
2016_1181_1332,0.158
2016_1181_1333,0.6935
2016_1181_1338,0.552
2016_1181_1344,0.6195
2016_1181_1345,0.451
2016_1181_1355,0.783
2016_1181_1371,0.5225
2016_1181_1372,0.6935
2016_1181_1380,0.9325
2016_1181_1386,0.6765
2016_1181_1392,0.705
2016_1181_1393,0.622
2016_1181_1396,0.748
2016_1181_1400,0.683
2016_1181_1401,0.51
2016_1181_1403,0.754
2016_1181_1409,0.7195
2016_1181_1421,0.804
2016_1181_1423,0.899
2016_1181_1425,0.623
2016_1181_1428,0.612
2016_1181_1433,0.664
2016_1181_1435,0.716
2016_1181_1437,0.3205
2016_1181_1438,0.3845
2016_1181_1451,0.844
2016_1181_1452,0.4645
2016_1181_1453,0.7115
2016_1181_1455,0.659
2016_1181_1458,0.6505
2016_1181_1462,0.468
2016_1181_1463,0.881
2016_1192_1195,0.4365
2016_1192_1201,0.154
2016_1192_1211,0.1385
2016_1192_1214,0.4775
2016_1192_1218,0.114
2016_1192_1221,0.6115
2016_1192_1231,0.017
2016_1192_1233,0.134
2016_1192_1234,0.018
2016_1192_1235,0.0185
2016_1192_1242,0.0065
2016_1192_1246,0.0545
2016_1192_1268,0.0795
2016_1192_1274,0.0305
2016_1192_1276,0.0645
2016_1192_1277,0.0535
2016_1192_1292,0.2715
2016_1192_1314,0.012
2016_1192_1320,0.157
2016_1192_1323,0.124
2016_1192_1328,0.034
2016_1192_1332,0.032
2016_1192_1333,0.222
2016_1192_1338,0.0865
2016_1192_1344,0.1145
2016_1192_1345,0.085
2016_1192_1355,0.173
2016_1192_1371,0.147
2016_1192_1372,0.168
2016_1192_1380,0.434
2016_1192_1386,0.1615
2016_1192_1392,0.2595
2016_1192_1393,0.1885
2016_1192_1396,0.2605
2016_1192_1400,0.1955
2016_1192_1401,0.0075
2016_1192_1403,0.1985
2016_1192_1409,0.1595
2016_1192_1421,0.229
2016_1192_1423,0.092
2016_1192_1425,0.1235
2016_1192_1428,0.088
2016_1192_1433,0.038
2016_1192_1435,0.184
2016_1192_1437,0.0055
2016_1192_1438,0.0125
2016_1192_1451,0.361
2016_1192_1452,0.0085
2016_1192_1453,0.1185
2016_1192_1455,0.1
2016_1192_1458,0.146
2016_1192_1462,0.0515
2016_1192_1463,0.23
2016_1195_1201,0.1855
2016_1195_1211,0.068
2016_1195_1214,0.586
2016_1195_1218,0.1795
2016_1195_1221,0.5245
2016_1195_1231,0.0175
2016_1195_1233,0.279
2016_1195_1234,0.0515
2016_1195_1235,0.077
2016_1195_1242,0.008
2016_1195_1246,0.0345
2016_1195_1268,0.057
2016_1195_1274,0.068
2016_1195_1276,0.1575
2016_1195_1277,0.015
2016_1195_1292,0.3085
2016_1195_1314,0.0135
2016_1195_1320,0.236
2016_1195_1323,0.1285
2016_1195_1328,0.019
2016_1195_1332,0.0565
2016_1195_1333,0.219
2016_1195_1338,0.1635
2016_1195_1344,0.238
2016_1195_1345,0.0235
2016_1195_1355,0.246
2016_1195_1371,0.14
2016_1195_1372,0.3035
2016_1195_1380,0.5405
2016_1195_1386,0.225
2016_1195_1392,0.3785
2016_1195_1393,0.2705
2016_1195_1396,0.245
2016_1195_1400,0.2535
2016_1195_1401,0.037
2016_1195_1403,0.209
2016_1195_1409,0.1875
2016_1195_1421,0.364
2016_1195_1423,0.156
2016_1195_1425,0.181
2016_1195_1428,0.085
2016_1195_1433,0.151
2016_1195_1435,0.2015
2016_1195_1437,0.023
2016_1195_1438,0.0225
2016_1195_1451,0.5
2016_1195_1452,0.0245
